jugador;equipo;partido_id;minuto;segundo;x;y;tipo_evento
Rodrigo Bentancur ColmAn;Uruguay;7578;34;54;82;9;Pressure
Abdalla Mahmoud El Said Bekhit;Egypt;7578;34;54;36;73;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;34;54;36;73;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;34;56;37;76;Pass
Marwan Mohsen;Egypt;7578;34;57;57;76;Ball Receipt*
Marwan Mohsen;Egypt;7578;34;57;57;76;Carry
Diego Roberto Godin Leal;Uruguay;7578;34;57;65;3;Pressure
Marwan Mohsen;Egypt;7578;34;58;55;75;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;34;59;58;79;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;34;59;65;4;Block
Matias Vecino Falero;Uruguay;7578;35;10;57;40;Pass
Guillermo Varela Olivera;Uruguay;7578;35;12;59;62;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;35;12;59;62;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;35;14;77;75;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;35;14;77;75;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;35;19;87;67;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;35;20;87;54;Ball Receipt*
Luis Alberto SuArez Di≠az;Uruguay;7578;35;20;87;54;Carry
Tarek Hamed;Egypt;7578;35;20;31;27;Pressure
Luis Alberto SuArez Di≠az;Uruguay;7578;35;20;87;54;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;35;22;78;32;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;35;22;78;32;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;35;23;79;30;Pass
Mohamed Naser Elsayed Elneny;Egypt;7578;35;24;26;29;Pressure
Luis Alberto SuArez Di≠az;Uruguay;7578;35;25;88;44;Ball Receipt*
Luis Alberto SuArez Di≠az;Uruguay;7578;35;25;88;44;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;35;26;92;37;Ball Receipt*
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;35;26;92;37;Carry
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;35;26;92;37;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;35;28;107;60;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;35;28;107;60;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;35;30;111;41;Ball Receipt*
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;35;30;5;38;Goal Keeper
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;35;30;5;38;Carry
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;35;33;16;38;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;35;35;54;12;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;35;35;54;12;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;35;37;46;5;Pass
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;35;38;37;4;Ball Receipt*
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;35;38;37;4;Carry
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;35;39;35;7;Pass
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;40;26;13;Ball Receipt*
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;40;26;13;Carry
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;42;26;11;Pass
Tarek Hamed;Egypt;7578;35;43;34;17;Ball Receipt*
Tarek Hamed;Egypt;7578;35;43;35;16;Pass
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;44;26;11;Ball Receipt*
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;44;26;11;Carry
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;35;47;28;15;Pass
Guillermo Varela Olivera;Uruguay;7578;35;53;9;75;Ball Recovery
Diego Roberto Godin Leal;Uruguay;7578;36;4;11;27;Pass
Nestor Fernando Muslera Micol;Uruguay;7578;36;6;4;45;Ball Receipt*
Nestor Fernando Muslera Micol;Uruguay;7578;36;6;4;45;Carry
Nestor Fernando Muslera Micol;Uruguay;7578;36;7;4;45;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;36;8;22;36;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;36;8;22;36;Carry
Mohamed Naser Elsayed Elneny;Egypt;7578;36;8;93;41;Pressure
Rodrigo Bentancur ColmAn;Uruguay;7578;36;9;23;34;Pass
Diego Roberto Godin Leal;Uruguay;7578;36;11;22;10;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;36;11;22;10;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;36;12;94;75;Pressure
Diego Roberto Godin Leal;Uruguay;7578;36;14;40;3;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;36;14;52;16;Ball Receipt*
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;36;14;52;16;Carry
Tarek Hamed;Egypt;7578;36;15;71;61;Pressure
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;36;18;47;22;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;36;21;67;73;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;36;21;67;73;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;36;24;79;68;Pass
Guillermo Varela Olivera;Uruguay;7578;36;25;89;74;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;36;25;89;74;Carry
Guillermo Varela Olivera;Uruguay;7578;36;26;89;74;Pass
Matias Vecino Falero;Uruguay;7578;36;27;84;62;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;36;27;84;62;Carry
Matias Vecino Falero;Uruguay;7578;36;30;91;53;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;36;31;37;34;Pressure
Rodrigo Bentancur ColmAn;Uruguay;7578;36;31;84;43;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;36;31;84;43;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;36;32;87;44;Pass
Matias Vecino Falero;Uruguay;7578;36;33;88;57;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;36;33;88;57;Carry
Matias Vecino Falero;Uruguay;7578;36;34;87;61;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;36;35;100;62;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;36;35;100;62;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;36;36;98;62;Pass
Guillermo Varela Olivera;Uruguay;7578;36;37;103;71;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;36;37;103;71;Carry
Mahmoud Ibrahim Hassan;Egypt;7578;36;37;16;9;Pressure
Guillermo Varela Olivera;Uruguay;7578;36;38;105;73;Pass
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;36;40;5;42;Goal Keeper
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;36;40;5;42;Carry
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;36;54;16;52;Pass
Marwan Mohsen;Egypt;7578;37;1;92;23;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;37;1;22;61;Ball Recovery
Guillermo Varela Olivera;Uruguay;7578;37;1;22;61;Carry
Guillermo Varela Olivera;Uruguay;7578;37;2;23;62;Pass
Diego Roberto Godin Leal;Uruguay;7578;37;4;17;42;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;37;4;17;42;Carry
Diego Roberto Godin Leal;Uruguay;7578;37;4;17;42;Pass
Matias Vecino Falero;Uruguay;7578;37;6;31;52;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;37;6;31;52;Carry
Matias Vecino Falero;Uruguay;7578;37;11;46;46;Pass
Guillermo Varela Olivera;Uruguay;7578;37;12;49;71;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;37;12;49;71;Carry
Guillermo Varela Olivera;Uruguay;7578;37;14;52;70;Pass
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;37;16;44;48;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;37;16;44;48;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;37;17;54;29;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;37;17;54;29;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;37;19;57;26;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;20;70;26;Ball Receipt*
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;20;70;26;Carry
Mohamed Naser Elsayed Elneny;Egypt;7578;37;20;48;52;Pressure
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;21;66;26;Pass
Diego Roberto Godin Leal;Uruguay;7578;37;22;52;32;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;37;22;52;32;Carry
Diego Roberto Godin Leal;Uruguay;7578;37;25;58;40;Pass
Matias Vecino Falero;Uruguay;7578;37;26;65;54;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;37;26;65;54;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;37;27;45;32;Pressure
Matias Vecino Falero;Uruguay;7578;37;29;64;51;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;37;30;67;38;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;37;30;67;38;Pass
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;37;32;54;42;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;37;32;54;42;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;37;33;66;47;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;37;33;58;34;Interception
Rodrigo Bentancur ColmAn;Uruguay;7578;37;34;63;47;Ball Recovery
Rodrigo Bentancur ColmAn;Uruguay;7578;37;34;63;47;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;37;35;59;35;Pressure
Rodrigo Bentancur ColmAn;Uruguay;7578;37;36;57;38;Pass
Diego Roberto Godin Leal;Uruguay;7578;37;38;47;24;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;37;38;47;24;Carry
Marwan Mohsen;Egypt;7578;37;38;72;49;Pressure
Mohamed Naser Elsayed Elneny;Egypt;7578;37;41;66;55;Pressure
Mohamed Naser Elsayed Elneny;Egypt;7578;37;41;65;52;Foul Committed
Diego Roberto Godin Leal;Uruguay;7578;37;41;56;29;Foul Won
Diego Roberto Godin Leal;Uruguay;7578;37;41;56;29;Carry
Diego Roberto Godin Leal;Uruguay;7578;37;46;89;31;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;47;102;26;Ball Receipt*
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;47;102;26;Carry
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;37;47;102;24;Miscontrol
Mohamed El Sayed Mohamed El Shenawy Gomaa;Egypt;7578;38;18;6;40;Pass
Marwan Mohsen;Egypt;7578;38;22;77;67;Ball Receipt*
Marwan Mohsen;Egypt;7578;38;22;77;66;Duel
Rodrigo Bentancur ColmAn;Uruguay;7578;38;22;44;15;Pass
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;38;47;78;80;Pass
Marwan Mohsen;Egypt;7578;38;48;95;75;Ball Receipt*
Marwan Mohsen;Egypt;7578;38;48;95;75;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;38;49;102;79;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;38;49;19;5;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;38;50;36;7;Ball Receipt*
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;38;50;88;76;Pass
Mohamed Naser Elsayed Elneny;Egypt;7578;38;51;89;68;Ball Receipt*
Mohamed Naser Elsayed Elneny;Egypt;7578;38;51;88;68;Pass
Jose Marti≠n CAceres Silva;Uruguay;7578;38;52;23;13;Pass
Amr Medhat Warda;Egypt;7578;38;54;82;57;Pass
Matias Vecino Falero;Uruguay;7578;38;57;37;37;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;38;58;49;53;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;38;58;49;53;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;39;4;76;50;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;39;5;87;42;Ball Receipt*
Mohamed Naser Elsayed Elneny;Egypt;7578;39;5;35;34;Interception
Guillermo Varela Olivera;Uruguay;7578;39;10;98;75;Ball Recovery
Guillermo Varela Olivera;Uruguay;7578;39;10;98;75;Carry
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;39;10;21;4;Pressure
Guillermo Varela Olivera;Uruguay;7578;39;11;94;77;Pass
Matias Vecino Falero;Uruguay;7578;39;12;77;74;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;39;12;77;74;Carry
Matias Vecino Falero;Uruguay;7578;39;13;81;76;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;39;15;74;52;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;39;15;76;55;Pass
Tarek Hamed;Egypt;7578;40;0;39;25;Pass
Nestor Fernando Muslera Micol;Uruguay;7578;40;5;12;52;Ball Recovery
Nestor Fernando Muslera Micol;Uruguay;7578;40;5;12;52;Carry
Nestor Fernando Muslera Micol;Uruguay;7578;40;5;13;53;Pass
Diego Roberto Godin Leal;Uruguay;7578;40;7;32;38;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;40;7;32;38;Carry
Diego Roberto Godin Leal;Uruguay;7578;40;8;31;40;Pass
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;40;9;35;57;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;40;9;35;57;Carry
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;40;11;34;52;Pass
Matias Vecino Falero;Uruguay;7578;40;12;47;57;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;40;12;47;57;Carry
Matias Vecino Falero;Uruguay;7578;40;13;50;53;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;40;14;48;32;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;40;14;48;32;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;40;18;66;37;Pass
Edinson Roberto Cavani Gomez;Uruguay;7578;40;19;84;52;Ball Receipt*
Edinson Roberto Cavani Gomez;Uruguay;7578;40;19;83;52;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;40;21;82;40;Ball Receipt*
Luis Alberto SuArez Di≠az;Uruguay;7578;40;21;82;40;Carry
Luis Alberto SuArez Di≠az;Uruguay;7578;40;21;81;40;Dribble
Mohamed Naser Elsayed Elneny;Egypt;7578;40;21;40;41;Duel
Mohamed Naser Elsayed Elneny;Egypt;7578;40;21;40;41;Carry
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;40;21;82;36;Pressure
Mohamed Naser Elsayed Elneny;Egypt;7578;40;22;34;40;Pass
Mahmoud Ibrahim Hassan;Egypt;7578;40;23;41;25;Ball Receipt*
Mahmoud Ibrahim Hassan;Egypt;7578;40;23;41;25;Carry
Mahmoud Ibrahim Hassan;Egypt;7578;40;24;43;23;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;40;26;69;73;Pressure
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;40;26;47;7;Ball Receipt*
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;40;26;47;7;Carry
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;40;30;53;6;Pass
Tarek Hamed;Egypt;7578;40;31;51;13;Ball Receipt*
Tarek Hamed;Egypt;7578;40;31;51;13;Carry
Tarek Hamed;Egypt;7578;40;31;51;12;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;32;65;13;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;32;65;13;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;33;69;13;Pass
Marwan Mohsen;Egypt;7578;40;36;98;14;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;40;36;22;67;Interception
Diego Roberto Godin Leal;Uruguay;7578;40;36;22;67;Carry
Marwan Mohsen;Egypt;7578;40;36;99;13;Pressure
Diego Roberto Godin Leal;Uruguay;7578;40;38;22;70;Miscontrol
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;40;49;100;1;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;50;97;13;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;50;97;13;Carry
Matias Vecino Falero;Uruguay;7578;40;52;21;70;Pressure
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;53;99;10;Pass
Mahmoud Ibrahim Hassan;Egypt;7578;40;54;99;17;Ball Receipt*
Mahmoud Ibrahim Hassan;Egypt;7578;40;54;98;18;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;54;99;16;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;54;99;16;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;40;55;99;15;Pass
Marwan Mohsen;Egypt;7578;40;55;107;31;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;40;55;16;59;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;40;58;59;70;Ball Receipt*
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;40;58;66;9;Pass
Mahmoud Ibrahim Hassan;Egypt;7578;41;0;79;4;Ball Receipt*
Edinson Roberto Cavani Gomez;Uruguay;7578;41;0;48;77;Interception
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;41;16;69;1;Pass
Mahmoud Ibrahim Hassan;Egypt;7578;41;17;87;12;Ball Receipt*
Mahmoud Ibrahim Hassan;Egypt;7578;41;17;87;10;Pass
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;41;19;81;3;Ball Receipt*
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;41;19;81;3;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;41;20;39;78;Dribbled Past
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;41;20;82;3;Dribble
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;41;30;23;70;Pass
Diego Roberto Godin Leal;Uruguay;7578;41;32;16;30;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;41;32;16;30;Carry
Diego Roberto Godin Leal;Uruguay;7578;41;38;33;31;Pass
Matias Vecino Falero;Uruguay;7578;41;40;45;57;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;41;40;45;57;Carry
Matias Vecino Falero;Uruguay;7578;41;43;50;53;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;41;45;70;76;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;41;45;70;76;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;41;46;68;78;Pass
Matias Vecino Falero;Uruguay;7578;41;47;68;67;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;41;47;68;67;Carry
Matias Vecino Falero;Uruguay;7578;41;49;73;61;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;41;50;48;36;Pressure
Rodrigo Bentancur ColmAn;Uruguay;7578;41;50;65;43;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;41;50;65;43;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;41;50;67;41;Pass
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;41;51;55;46;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;41;51;57;45;Pass
Diego Roberto Godin Leal;Uruguay;7578;41;53;57;27;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;41;53;57;27;Carry
Diego Roberto Godin Leal;Uruguay;7578;41;54;58;26;Pass
Jose Marti≠n CAceres Silva;Uruguay;7578;41;56;69;10;Ball Receipt*
Jose Marti≠n CAceres Silva;Uruguay;7578;41;56;69;10;Carry
Amr Medhat Warda;Egypt;7578;41;57;50;66;Pressure
Jose Marti≠n CAceres Silva;Uruguay;7578;41;58;66;12;Pass
Matias Vecino Falero;Uruguay;7578;42;0;58;47;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;42;0;58;47;Carry
Matias Vecino Falero;Uruguay;7578;42;3;65;54;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;42;4;67;39;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;42;4;67;39;Carry
Mohamed Naser Elsayed Elneny;Egypt;7578;42;4;45;42;Pressure
Rodrigo Bentancur ColmAn;Uruguay;7578;42;7;65;60;Pass
Guillermo Varela Olivera;Uruguay;7578;42;9;87;58;Ball Receipt*
Guillermo Varela Olivera;Uruguay;7578;42;9;87;58;Carry
Mahmoud Ibrahim Hassan;Egypt;7578;42;9;34;21;Pressure
Guillermo Varela Olivera;Uruguay;7578;42;9;89;59;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;42;10;93;75;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;42;10;93;75;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;42;13;92;74;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;42;15;68;68;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;42;15;68;68;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;42;17;66;59;Pass
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;42;18;54;60;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;42;18;54;60;Carry
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;42;21;63;70;Pass
Luis Alberto SuArez Di≠az;Uruguay;7578;42;23;93;60;Ball Receipt*
Ahmed Elsayed Ali Elsayed Hegazy;Egypt;7578;42;23;28;22;Interception
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;42;24;28;10;Pass
Mahmoud Ibrahim Hassan;Egypt;7578;42;25;39;5;Ball Receipt*
Mahmoud Ibrahim Hassan;Egypt;7578;42;25;39;5;Carry
Mahmoud Ibrahim Hassan;Egypt;7578;42;27;39;5;Pass
Mohamed Naser Elsayed Elneny;Egypt;7578;42;27;38;11;Ball Receipt*
Mohamed Naser Elsayed Elneny;Egypt;7578;42;27;38;11;Carry
Mohamed Naser Elsayed Elneny;Egypt;7578;42;29;42;11;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;30;58;37;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;30;58;37;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;42;30;65;46;Pressure
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;35;73;36;Pass
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;37;87;64;Ball Receipt*
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;37;87;64;Carry
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;39;93;65;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;39;105;45;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;39;105;45;Carry
Abdalla Mahmoud El Said Bekhit;Egypt;7578;42;40;105;48;Shot
Nestor Fernando Muslera Micol;Uruguay;7578;42;41;2;41;Goal Keeper
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;42;41;9;40;Clearance
Tarek Hamed;Egypt;7578;42;43;87;44;Pass
Mohamed Naser Elsayed Elneny;Egypt;7578;42;44;86;28;Ball Receipt*
Mohamed Naser Elsayed Elneny;Egypt;7578;42;44;86;28;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;42;45;34;56;Pressure
Mohamed Naser Elsayed Elneny;Egypt;7578;42;46;86;28;Pass
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;48;88;72;Ball Receipt*
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;48;88;72;Carry
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;42;50;92;73;Pass
Guillermo Varela Olivera;Uruguay;7578;42;56;8;79;Ball Recovery
Guillermo Varela Olivera;Uruguay;7578;42;56;8;79;Carry
Guillermo Varela Olivera;Uruguay;7578;42;59;10;75;Pass
Nahitan Michel NAndez Acosta;Uruguay;7578;43;1;34;71;Ball Receipt*
Nahitan Michel NAndez Acosta;Uruguay;7578;43;1;34;71;Carry
Nahitan Michel NAndez Acosta;Uruguay;7578;43;9;86;58;Pass
Matias Vecino Falero;Uruguay;7578;43;10;94;73;Ball Receipt*
Matias Vecino Falero;Uruguay;7578;43;10;94;73;Carry
Matias Vecino Falero;Uruguay;7578;43;12;107;69;Pass
Edinson Roberto Cavani Gomez;Uruguay;7578;43;15;109;16;Ball Receipt*
Edinson Roberto Cavani Gomez;Uruguay;7578;43;15;109;16;Carry
Ahmed Fathy Abdel Meneim Ibrahim;Egypt;7578;43;15;10;56;Pressure
Edinson Roberto Cavani Gomez;Uruguay;7578;43;16;109;20;Pass
Ali Gabr;Egypt;7578;43;17;10;44;Clearance
Mahmoud Ibrahim Hassan;Egypt;7578;43;20;28;20;Ball Recovery
Mahmoud Ibrahim Hassan;Egypt;7578;43;20;28;20;Carry
Matias Vecino Falero;Uruguay;7578;43;22;79;59;Pressure
Mahmoud Ibrahim Hassan;Egypt;7578;43;23;29;16;Pass
Tarek Hamed;Egypt;7578;43;24;31;23;Ball Receipt*
Tarek Hamed;Egypt;7578;43;24;32;25;Pass
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;25;34;12;Ball Receipt*
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;25;34;12;Carry
Jose Marti≠n CAceres Silva;Uruguay;7578;43;26;86;71;Pressure
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;26;33;8;Pass
Jose Marti≠n CAceres Silva;Uruguay;7578;43;26;85;75;Block
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;49;30;1;Pass
Abdalla Mahmoud El Said Bekhit;Egypt;7578;43;50;42;4;Ball Receipt*
Abdalla Mahmoud El Said Bekhit;Egypt;7578;43;50;42;4;Carry
Matias Vecino Falero;Uruguay;7578;43;51;78;76;Pressure
Abdalla Mahmoud El Said Bekhit;Egypt;7578;43;51;42;5;Pass
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;52;38;4;Ball Receipt*
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;52;38;4;Carry
Mohamed Abdul Shafy Sayed Abouezeid;Egypt;7578;43;53;37;3;Pass
Marwan Mohsen;Egypt;7578;43;57;85;11;Ball Receipt*
Jose Mari≠a Gimenez de Vargas;Uruguay;7578;43;57;34;69;Pass
Diego Roberto Godin Leal;Uruguay;7578;43;59;29;57;Ball Receipt*
Diego Roberto Godin Leal;Uruguay;7578;43;59;29;57;Carry
Diego Roberto Godin Leal;Uruguay;7578;44;0;35;57;Pass
Rodrigo Bentancur ColmAn;Uruguay;7578;44;1;50;56;Ball Receipt*
Rodrigo Bentancur ColmAn;Uruguay;7578;44;1;50;56;Carry
Rodrigo Bentancur ColmAn;Uruguay;7578;44;5;64;48;Pass
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;44;6;66;35;Ball Receipt*
Giorgian Daniel De Arrascaeta Benedetti;Uruguay;7578;44;6;66;35;Carry
