jugador;equipo;partido_id;minuto;segundo;x;y;tipo_evento
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;0;0;61;40;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;1;35;39;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;1;35;39;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;2;36;40;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;5;91;20;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;5;83;13;Duel
Ilya Kutepov;Russia;7525;0;5;38;68;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;0;7;76;6;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;8;91;6;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;8;91;6;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;10;91;8;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;0;11;104;3;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;0;11;104;3;Carry
Mario Figueira Fernandes;Russia;7525;0;11;22;73;Pressure
Salman Mohammed Al Faraj;Saudi Arabia;7525;0;14;107;20;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;15;105;16;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;15;105;16;Carry
Aleksandr Samedov;Russia;7525;0;15;15;70;Pressure
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;15;106;15;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;0;16;95;10;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;0;16;95;10;Carry
Alan Dzagoev;Russia;7525;0;16;22;70;Pressure
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;0;17;94;6;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;18;88;13;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;18;88;13;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;0;18;88;16;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;19;84;3;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;19;84;3;Carry
Aleksandr Samedov;Russia;7525;0;20;28;76;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;21;84;2;Dispossessed
Aleksandr Samedov;Russia;7525;0;21;37;79;Duel
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;0;36;74;1;Pass
Mario Figueira Fernandes;Russia;7525;0;37;32;76;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;38;88;3;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;38;88;3;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;0;38;88;4;Dispossessed
Mario Figueira Fernandes;Russia;7525;0;38;33;77;Duel
Aleksandr Samedov;Russia;7525;0;40;37;77;Ball Recovery
Aleksandr Samedov;Russia;7525;0;40;37;77;Carry
Aleksandr Samedov;Russia;7525;0;40;40;78;Pass
Fyodor Smolov;Russia;7525;0;41;55;73;Ball Receipt*
Fyodor Smolov;Russia;7525;0;41;55;73;Carry
Fyodor Smolov;Russia;7525;0;42;53;74;Pass
Alan Dzagoev;Russia;7525;0;43;57;67;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;0;43;58;12;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;0;45;54;5;Ball Receipt*
Aleksandr Samedov;Russia;7525;0;45;70;78;Interception
Aleksandr Samedov;Russia;7525;0;45;70;78;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;0;46;48;4;Foul Committed
Aleksandr Samedov;Russia;7525;0;46;73;77;Foul Won
Ilya Kutepov;Russia;7525;1;5;54;68;Pass
Sergei Ignashevich;Russia;7525;1;7;52;31;Ball Receipt*
Sergei Ignashevich;Russia;7525;1;7;52;31;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;1;9;65;41;Pressure
Sergei Ignashevich;Russia;7525;1;9;52;30;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;1;12;70;20;Pressure
Ilya Kutepov;Russia;7525;1;12;49;61;Ball Receipt*
Ilya Kutepov;Russia;7525;1;12;49;61;Carry
Ilya Kutepov;Russia;7525;1;12;47;60;Pass
Aleksandr Samedov;Russia;7525;1;14;84;59;Ball Receipt*
Aleksandr Samedov;Russia;7525;1;14;97;62;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;1;14;24;19;Duel
Fyodor Smolov;Russia;7525;1;17;105;65;Ball Receipt*
Fyodor Smolov;Russia;7525;1;17;108;62;Pressure
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;17;12;16;Ball Recovery
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;17;12;16;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;20;5;3;Pass
Mario Figueira Fernandes;Russia;7525;1;32;105;80;Pass
Aleksandr Samedov;Russia;7525;1;33;113;69;Ball Receipt*
Aleksandr Samedov;Russia;7525;1;33;113;69;Carry
Aleksandr Samedov;Russia;7525;1;34;112;69;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;1;34;5;11;Pressure
Mario Figueira Fernandes;Russia;7525;1;35;105;70;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;1;35;106;70;Pass
Alan Dzagoev;Russia;7525;1;36;110;58;Ball Receipt*
Alan Dzagoev;Russia;7525;1;36;110;58;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;37;7;23;Pressure
Alan Dzagoev;Russia;7525;1;38;115;57;Dispossessed
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;38;6;24;Duel
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;38;6;24;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;1;39;8;22;Pass
Roman Zobnin;Russia;7525;1;40;92;61;Pass
Yury Gazinskiy;Russia;7525;1;42;100;65;Ball Receipt*
Yury Gazinskiy;Russia;7525;1;42;100;64;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;1;42;20;19;Interception
Salem Mohammed Al Dawsari;Saudi Arabia;7525;1;42;20;19;Carry
Aleksandr Golovin;Russia;7525;1;43;93;56;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;1;43;26;21;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;1;44;26;15;Ball Receipt*
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;1;44;26;15;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;1;44;28;22;Dribble
Aleksandr Golovin;Russia;7525;1;44;93;59;Duel
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;1;45;27;13;Pass
Ilya Kutepov;Russia;7525;2;2;55;76;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;2;3;67;29;Pressure
Sergei Ignashevich;Russia;7525;2;4;45;44;Ball Receipt*
Sergei Ignashevich;Russia;7525;2;4;45;44;Carry
Sergei Ignashevich;Russia;7525;2;4;45;39;Pass
Yuri Zhirkov;Russia;7525;2;6;54;5;Ball Receipt*
Yuri Zhirkov;Russia;7525;2;6;54;5;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;2;6;54;64;Pressure
Yuri Zhirkov;Russia;7525;2;7;57;5;Pass
Mohammed Al Burayk;Saudi Arabia;7525;2;11;6;64;Pressure
Aleksandr Golovin;Russia;7525;2;13;117;13;Ball Receipt*
Aleksandr Golovin;Russia;7525;2;13;117;13;Carry
Aleksandr Golovin;Russia;7525;2;14;119;15;Dispossessed
Mohammed Al Burayk;Saudi Arabia;7525;2;14;2;66;Duel
Yuri Zhirkov;Russia;7525;2;44;120;1;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;2;45;4;48;Clearance
Yuri Zhirkov;Russia;7525;2;49;95;14;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;2;51;50;59;Pressure
Mario Figueira Fernandes;Russia;7525;2;52;71;27;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;2;52;71;25;Pass
Igor Akinfeev;Russia;7525;2;56;30;57;Ball Receipt*
Igor Akinfeev;Russia;7525;2;56;30;57;Carry
Igor Akinfeev;Russia;7525;2;59;29;58;Pass
Aleksandr Golovin;Russia;7525;3;3;100;21;Ball Receipt*
Fyodor Smolov;Russia;7525;3;3;99;21;Foul Committed
Mohammed Al Burayk;Saudi Arabia;7525;3;3;22;60;Foul Won
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;3;28;23;57;Pass
Mario Figueira Fernandes;Russia;7525;3;32;45;77;Pass
Alan Dzagoev;Russia;7525;3;35;88;58;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;3;35;34;23;Pass
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;3;38;12;36;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;3;38;12;36;Carry
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;3;40;13;37;Pass
Mohammed Al Burayk;Saudi Arabia;7525;3;43;58;74;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;3;43;59;72;Duel
Yuri Zhirkov;Russia;7525;3;43;62;9;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;3;50;62;80;Pass
Aleksandr Golovin;Russia;7525;3;50;49;7;Pressure
Taisir Jabir Al Jassim;Saudi Arabia;7525;3;50;65;72;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;3;50;65;72;Carry
Roman Zobnin;Russia;7525;3;53;45;7;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;3;53;76;75;Miscontrol
Taisir Jabir Al Jassim;Saudi Arabia;7525;3;53;76;74;Block
Mohammed Al Burayk;Saudi Arabia;7525;4;2;83;80;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;4;3;82;68;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;4;3;82;68;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;4;3;82;68;Pass
Aleksandr Golovin;Russia;7525;4;4;44;5;Pressure
Mohammed Al Burayk;Saudi Arabia;7525;4;4;79;79;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;4;4;79;79;Carry
Mohammed Al Burayk;Saudi Arabia;7525;4;7;68;77;Dispossessed
Aleksandr Golovin;Russia;7525;4;7;53;4;Duel
Mohammed Al Burayk;Saudi Arabia;7525;4;15;71;80;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;4;17;81;67;Ball Receipt*
Sergei Ignashevich;Russia;7525;4;17;38;16;Pass
Yury Gazinskiy;Russia;7525;4;19;45;23;Ball Receipt*
Yury Gazinskiy;Russia;7525;4;19;45;23;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;21;66;59;Ball Recovery
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;21;66;59;Carry
Fyodor Smolov;Russia;7525;4;21;63;19;Pressure
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;22;66;63;Pass
Mohammed Al Burayk;Saudi Arabia;7525;4;22;58;69;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;4;22;58;69;Carry
Mohammed Al Burayk;Saudi Arabia;7525;4;22;58;69;Pass
Alan Dzagoev;Russia;7525;4;24;73;29;Pressure
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;4;25;41;58;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;4;25;41;58;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;4;25;41;58;Pass
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;4;27;13;53;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;4;27;13;53;Carry
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;4;29;14;58;Pass
Mohammed Al Burayk;Saudi Arabia;7525;4;32;63;77;Ball Receipt*
Yuri Zhirkov;Russia;7525;4;32;58;4;Pass
Fyodor Smolov;Russia;7525;4;33;81;6;Ball Receipt*
Fyodor Smolov;Russia;7525;4;33;81;6;Carry
Fyodor Smolov;Russia;7525;4;33;81;7;Miscontrol
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;35;53;68;Ball Recovery
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;35;53;68;Carry
Roman Zobnin;Russia;7525;4;35;64;16;Pressure
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;36;52;61;Dispossessed
Roman Zobnin;Russia;7525;4;36;69;20;Duel
Aleksandr Golovin;Russia;7525;4;36;76;11;Pass
Fyodor Smolov;Russia;7525;4;37;73;15;Ball Receipt*
Fyodor Smolov;Russia;7525;4;37;73;15;Carry
Fyodor Smolov;Russia;7525;4;38;71;15;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;4;38;51;62;Pressure
Alan Dzagoev;Russia;7525;4;38;88;15;Ball Receipt*
Aleksandr Golovin;Russia;7525;4;38;82;14;Block
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;4;39;54;62;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;39;49;59;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;39;49;59;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;4;39;48;59;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;40;42;64;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;40;42;64;Carry
Taisir Jabir Al Jassim;Saudi Arabia;7525;4;41;42;63;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;4;43;80;72;Ball Receipt*
Sergei Ignashevich;Russia;7525;4;43;37;13;Ball Recovery
Yury Gazinskiy;Russia;7525;4;45;42;31;Pressure
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;4;45;83;54;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;46;83;39;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;46;83;39;Carry
Aleksandr Samedov;Russia;7525;4;49;39;48;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;51;84;46;Pass
Mohammed Al Burayk;Saudi Arabia;7525;4;53;85;75;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;4;53;85;75;Carry
Mohammed Al Burayk;Saudi Arabia;7525;4;54;88;75;Pass
Yury Gazinskiy;Russia;7525;4;55;36;28;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;55;87;61;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;55;87;61;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;56;87;64;Pass
Mohammed Al Burayk;Saudi Arabia;7525;4;57;84;76;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;4;57;84;76;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;57;86;63;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;57;86;63;Carry
Alan Dzagoev;Russia;7525;4;59;40;26;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;4;59;82;60;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;0;82;63;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;0;82;63;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;0;84;67;Pass
Mohammed Al Burayk;Saudi Arabia;7525;5;1;80;77;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;5;1;80;77;Carry
Aleksandr Golovin;Russia;7525;5;2;40;10;Pressure
Mohammed Al Burayk;Saudi Arabia;7525;5;2;81;77;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;3;85;77;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;3;85;77;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;3;85;77;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;3;83;72;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;3;83;72;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;3;84;71;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;4;81;77;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;4;81;77;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;5;4;81;77;Pass
Mohammed Al Burayk;Saudi Arabia;7525;5;5;73;78;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;5;5;73;78;Carry
Alan Dzagoev;Russia;7525;5;5;46;10;Pressure
Mohammed Al Burayk;Saudi Arabia;7525;5;6;68;77;Pass
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;5;9;35;47;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;5;9;35;47;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;5;12;42;12;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;5;12;42;12;Carry
Aleksandr Samedov;Russia;7525;5;13;78;71;Dribbled Past
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;5;13;43;10;Dribble
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;5;13;43;10;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;5;17;79;6;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;18;83;2;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;18;83;2;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;19;90;4;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;20;97;3;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;20;97;3;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;23;100;4;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;24;92;14;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;24;92;14;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;24;92;14;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;25;104;21;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;25;104;21;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;26;103;21;Shot
Ilya Kutepov;Russia;7525;5;27;15;57;Block
Igor Akinfeev;Russia;7525;5;27;3;40;Goal Keeper
Roman Zobnin;Russia;7525;5;27;17;54;Ball Recovery
Roman Zobnin;Russia;7525;5;27;17;54;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;28;99;20;Pressure
Roman Zobnin;Russia;7525;5;31;11;61;Miscontrol
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;31;112;15;Ball Recovery
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;31;112;15;Carry
Roman Zobnin;Russia;7525;5;32;11;65;Pressure
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;34;117;3;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;35;110;3;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;35;110;3;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;35;112;2;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;36;107;11;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;36;107;12;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;5;37;112;10;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;5;37;10;68;Ball Recovery
Mario Figueira Fernandes;Russia;7525;5;37;10;68;Carry
Mario Figueira Fernandes;Russia;7525;5;37;9;68;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;51;85;1;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;51;79;3;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;51;79;3;Carry
Alan Dzagoev;Russia;7525;5;51;47;75;Pressure
Abdullah Ibrahim Otayf;Saudi Arabia;7525;5;52;79;3;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;52;83;2;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;52;83;2;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;5;52;83;2;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;53;80;7;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;53;80;7;Carry
Ilya Kutepov;Russia;7525;5;53;34;70;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;5;54;79;14;Pass
Mohammed Al Burayk;Saudi Arabia;7525;5;57;64;54;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;5;57;64;54;Carry
Mohammed Al Burayk;Saudi Arabia;7525;5;58;64;58;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;0;82;77;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;0;82;77;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;1;82;74;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;3;97;64;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;3;97;64;Carry
Yuri Zhirkov;Russia;7525;6;4;22;7;Pressure
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;6;104;75;Dispossessed
Yuri Zhirkov;Russia;7525;6;6;17;6;Duel
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;9;105;80;Pass
Mohammed Al Burayk;Saudi Arabia;7525;6;11;88;76;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;6;11;88;76;Carry
Mohammed Al Burayk;Saudi Arabia;7525;6;12;88;76;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;13;102;77;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;13;102;77;Carry
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;13;102;77;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;14;100;71;Ball Receipt*
Yury Gazinskiy;Russia;7525;6;14;15;10;Interception
Aleksandr Golovin;Russia;7525;6;15;19;5;50/50
Taisir Jabir Al Jassim;Saudi Arabia;7525;6;15;102;76;50/50
Mohammed Al Burayk;Saudi Arabia;7525;6;21;107;80;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;22;100;76;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;22;100;76;Carry
Aleksandr Golovin;Russia;7525;6;23;20;7;Pressure
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;23;100;76;Pass
Mohammed Al Burayk;Saudi Arabia;7525;6;23;107;77;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;6;23;107;77;Carry
Mohammed Al Burayk;Saudi Arabia;7525;6;25;103;77;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;6;25;100;72;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;6;25;100;72;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;6;26;99;72;Miscontrol
Aleksandr Golovin;Russia;7525;6;26;31;7;Ball Recovery
Aleksandr Golovin;Russia;7525;6;26;31;7;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;6;27;90;74;Dribbled Past
Aleksandr Golovin;Russia;7525;6;27;31;7;Dribble
Aleksandr Golovin;Russia;7525;6;27;31;7;Carry
Aleksandr Golovin;Russia;7525;6;30;41;27;Pass
Alan Dzagoev;Russia;7525;6;33;85;6;Ball Receipt*
Alan Dzagoev;Russia;7525;6;33;85;6;Carry
Alan Dzagoev;Russia;7525;6;37;102;15;Pass
Mario Figueira Fernandes;Russia;7525;6;40;100;63;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;6;40;100;63;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;6;41;23;18;Pressure
Mario Figueira Fernandes;Russia;7525;6;41;98;61;Pass
Fyodor Smolov;Russia;7525;6;42;95;57;Ball Receipt*
Fyodor Smolov;Russia;7525;6;42;95;57;Carry
Fyodor Smolov;Russia;7525;6;43;94;58;Pass
Mario Figueira Fernandes;Russia;7525;6;45;118;59;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;6;45;118;60;Pass
Aleksandr Samedov;Russia;7525;6;46;110;53;Ball Receipt*
Aleksandr Samedov;Russia;7525;6;46;111;52;Shot
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;6;46;8;31;Block
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;6;47;1;37;Goal Keeper
Salem Mohammed Al Dawsari;Saudi Arabia;7525;6;50;17;2;Ball Recovery
Mario Figueira Fernandes;Russia;7525;7;18;105;80;Pass
Alan Dzagoev;Russia;7525;7;19;117;68;Ball Receipt*
Alan Dzagoev;Russia;7525;7;19;117;63;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;7;19;4;18;Duel
Aleksandr Samedov;Russia;7525;7;21;115;58;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;7;21;4;24;Clearance
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;7;22;2;20;Clearance
Mario Figueira Fernandes;Russia;7525;7;37;112;80;Pass
Alan Dzagoev;Russia;7525;7;38;116;71;Ball Receipt*
Alan Dzagoev;Russia;7525;7;38;116;71;Pass
Aleksandr Samedov;Russia;7525;7;38;111;70;Ball Receipt*
Aleksandr Samedov;Russia;7525;7;38;111;70;Carry
Aleksandr Samedov;Russia;7525;7;39;112;70;Miscontrol
Aleksandr Samedov;Russia;7525;7;40;112;71;Pressure
Abdullah Ibrahim Otayf;Saudi Arabia;7525;7;41;4;19;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;7;42;5;26;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;7;42;5;26;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;7;43;8;28;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;8;1;76;40;Pressure
Ilya Kutepov;Russia;7525;8;1;47;54;Pass
Mario Figueira Fernandes;Russia;7525;8;3;55;76;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;8;3;55;76;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;4;57;5;Pressure
Mario Figueira Fernandes;Russia;7525;8;4;56;76;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;8;5;83;20;Pressure
Ilya Kutepov;Russia;7525;8;6;35;59;Ball Receipt*
Ilya Kutepov;Russia;7525;8;6;34;59;Pass
Igor Akinfeev;Russia;7525;8;8;14;55;Ball Receipt*
Igor Akinfeev;Russia;7525;8;8;14;55;Pass
Ilya Kutepov;Russia;7525;8;10;26;60;Ball Receipt*
Ilya Kutepov;Russia;7525;8;10;26;60;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;8;11;85;12;Pressure
